,Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Volume,Adjusted Price
308,2022-01-24,BKG,BK Group Plc,24.3,40.0,29.75,29.75,29.75,29.75,0.0,0.0,0.0
309,2022-01-24,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,13.0,13.2,13.1,13.0,0.1,79700.0,0.0
310,2022-01-24,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,58.0,57.5,58.0,-0.5,14200.0,0.0
311,2022-01-24,EQTY,Equity Group Holdings Plc,39.0,55.0,51.25,52.0,51.5,51.5,0.0,5687400.0,0.0
312,2022-01-24,HFCK,HF Group Ltd,2.8,5.2,3.5,3.69,3.57,3.5,0.07,24600.0,0.0
313,2022-01-24,IMH,I & M Holdings Plc,18.0,26.0,21.15,21.3,21.25,21.3,-0.05,4000.0,0.0
314,2022-01-24,KCB,KCB Group Plc,37.0,50.75,44.8,45.0,44.95,44.9,0.05,50000.0,0.0
315,2022-01-24,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
316,2022-01-24,NCBA,NCBA Group Plc,23.0,29.0,25.1,26.0,25.85,25.8,0.05,32100.0,0.0
317,2022-01-24,SBIC,Stanbic Holdings Plc,78.0,106.0,87.0,87.0,87.0,87.25,-0.25,100.0,0.0
318,2022-01-24,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,130.5,135.0,130.75,130.75,0.0,16600.0,0.0
319,2022-01-24,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
320,2022-01-25,EGAD,Eaagads Ltd,10.0,15.0,13.8,13.8,13.8,13.8,0.0,1000.0,0.0
321,2022-01-25,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,419.0,-1.0,100.0,0.0
322,2022-01-25,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0
323,2022-01-25,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
324,2022-01-25,SASN,Sasini Plc,16.75,22.6,20.0,21.85,21.0,21.1,-0.1,6700.0,0.0
325,2022-01-25,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,130.0,0.0,0.0,0.0
326,2022-01-25,CGEN,Car and General (K) Ltd,10.0,70.0,60.25,60.25,60.25,66.75,-6.5,1900.0,30.13
327,2022-01-25,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.8,11.9,11.8,11.8,0.0,82400.0,0.0
328,2022-01-25,BKG,BK Group Plc,24.3,40.0,29.75,29.75,29.75,29.75,0.0,0.0,0.0
329,2022-01-25,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.7,13.2,12.75,13.1,-0.35,137700.0,0.0
330,2022-01-25,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.5,59.0,58.0,57.5,0.5,22600.0,0.0
331,2022-01-25,EQTY,Equity Group Holdings Plc,39.0,55.0,50.75,52.5,51.75,51.5,0.25,1223600.0,0.0
332,2022-01-25,HFCK,HF Group Ltd,2.8,5.2,3.5,3.6,3.51,3.57,-0.06,10700.0,0.0
333,2022-01-25,IMH,I & M Holdings Plc,18.0,26.0,20.9,21.2,21.0,21.25,-0.25,30100.0,0.0
334,2022-01-25,KCB,KCB Group Plc,37.0,50.75,44.4,45.0,44.55,44.95,-0.4,934700.0,0.0
335,2022-01-25,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
336,2022-01-25,NCBA,NCBA Group Plc,23.0,29.0,24.75,26.0,25.1,25.85,-0.75,57600.0,0.0
337,2022-01-25,SBIC,Stanbic Holdings Plc,78.0,106.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0
338,2022-01-25,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.0,135.0,131.25,130.75,0.5,27400.0,0.0
339,2022-01-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
340,2022-01-26,EGAD,Eaagads Ltd,10.0,15.0,13.05,13.05,13.05,13.8,-0.75,100.0,0.0
341,2022-01-26,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
342,2022-01-26,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0
343,2022-01-26,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
344,2022-01-26,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,0.0,0.0
345,2022-01-26,WTK,Williamson Tea Kenya Plc,125.0,154.75,137.0,137.0,137.0,130.0,7.0,200.0,0.0
346,2022-01-26,CGEN,Car and General (K) Ltd,10.0,70.0,54.25,54.5,54.25,60.25,-6.0,1700.0,27.13
347,2022-01-26,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.8,11.9,11.8,11.8,0.0,130400.0,0.0
348,2022-01-26,BKG,BK Group Plc,24.3,40.0,29.75,29.75,29.75,29.75,0.0,0.0,0.0
349,2022-01-26,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.2,13.1,12.75,0.35,86100.0,0.0
350,2022-01-26,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,58.5,59.0,59.0,58.0,1.0,1700.0,0.0
351,2022-01-26,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,51.0,50.0,51.75,-1.75,602300.0,0.0
352,2022-01-26,HFCK,HF Group Ltd,2.8,5.2,3.46,3.57,3.53,3.51,0.02,52900.0,0.0
353,2022-01-26,IMH,I & M Holdings Plc,18.0,26.0,21.0,21.2,21.0,21.0,0.0,22000.0,0.0
354,2022-01-26,KCB,KCB Group Plc,37.0,50.75,44.8,45.25,45.0,44.55,0.45,1463400.0,0.0
355,2022-01-26,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
356,2022-01-26,NCBA,NCBA Group Plc,23.0,29.0,25.1,25.55,25.5,25.1,0.4,2900.0,0.0
357,2022-01-26,SBIC,Stanbic Holdings Plc,78.0,106.0,89.0,89.0,89.0,87.0,2.0,100.0,0.0
358,2022-01-26,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,130.75,134.0,132.0,131.25,0.75,3800.0,0.0
359,2022-01-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
360,2022-01-27,EGAD,Eaagads Ltd,10.0,15.0,13.05,13.05,13.05,13.05,0.0,2400.0,0.0
361,2022-01-27,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
362,2022-01-27,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,100.0,100.0,100.0,95.0,5.0,500.0,0.0
363,2022-01-27,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
364,2022-01-27,SASN,Sasini Plc,16.75,22.6,21.0,21.5,21.1,21.0,0.1,1300.0,0.0
365,2022-01-27,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,132.0,130.25,137.0,-6.75,1500.0,0.0
366,2022-01-27,CGEN,Car and General (K) Ltd,10.0,70.0,50.0,59.5,50.5,54.25,-3.75,3300.0,25.25
367,2022-01-27,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.75,11.9,11.8,11.8,0.0,133600.0,0.0
368,2022-01-27,BKG,BK Group Plc,24.3,40.0,29.75,29.75,29.75,29.75,0.0,0.0,0.0
369,2022-01-27,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,12.95,12.9,13.1,-0.2,149100.0,0.0
370,2022-01-27,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,58.0,59.0,58.5,59.0,-0.5,19300.0,0.0
371,2022-01-27,EQTY,Equity Group Holdings Plc,39.0,55.0,49.65,50.75,50.25,50.0,0.25,189300.0,0.0
372,2022-01-27,HFCK,HF Group Ltd,2.8,5.2,3.4,3.6,3.44,3.53,-0.09,20400.0,0.0
373,2022-01-27,IMH,I & M Holdings Plc,18.0,26.0,20.9,21.2,21.05,21.0,0.05,3700.0,0.0
374,2022-01-27,KCB,KCB Group Plc,37.0,50.75,44.5,45.0,44.85,45.0,-0.15,5567600.0,0.0
375,2022-01-27,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
376,2022-01-27,NCBA,NCBA Group Plc,23.0,29.0,25.1,25.55,25.3,25.5,-0.2,19700.0,0.0
377,2022-01-27,SBIC,Stanbic Holdings Plc,78.0,106.0,92.0,92.0,92.0,89.0,3.0,100.0,0.0
378,2022-01-27,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.25,134.0,131.5,132.0,-0.5,13900.0,0.0
379,2022-01-27,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
380,2022-01-28,EGAD,Eaagads Ltd,10.0,15.0,13.15,13.4,13.15,13.05,0.1,5100.0,0.0
381,2022-01-28,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
382,2022-01-28,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,101.0,101.0,101.0,100.0,1.0,100.0,0.0
383,2022-01-28,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
384,2022-01-28,SASN,Sasini Plc,16.75,22.6,21.0,21.95,21.0,21.1,-0.1,10100.0,0.0
385,2022-01-28,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,130.25,4.75,300.0,0.0
386,2022-01-28,CGEN,Car and General (K) Ltd,10.0,70.0,54.0,54.0,54.0,50.5,3.5,200.0,27.0
387,2022-01-28,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.6,11.9,11.75,11.8,-0.05,406100.0,0.0
388,2022-01-28,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,29.75,0.25,100.0,0.0
389,2022-01-28,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.0,12.95,12.9,0.05,43800.0,0.0
390,2022-01-28,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,58.5,58.5,58.5,58.5,0.0,200.0,0.0
391,2022-01-28,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,50.75,50.25,50.25,0.0,50100.0,0.0
392,2022-01-28,HFCK,HF Group Ltd,2.8,5.2,3.5,3.6,3.58,3.44,0.14,26600.0,0.0
393,2022-01-28,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.5,21.0,21.05,-0.05,39300.0,0.0
394,2022-01-28,KCB,KCB Group Plc,37.0,50.75,44.55,45.5,44.8,44.85,-0.05,2655800.0,0.0
395,2022-01-28,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
396,2022-01-28,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.7,25.4,25.3,0.1,45000.0,0.0
397,2022-01-28,SBIC,Stanbic Holdings Plc,78.0,106.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0
398,2022-01-28,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.0,133.0,131.75,131.5,0.25,15600.0,0.0
399,2022-01-28,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
400,2022-01-31,EGAD,Eaagads Ltd,10.0,15.0,13.1,13.1,13.1,13.15,-0.05,8000.0,0.0
401,2022-01-31,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
402,2022-01-31,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0
403,2022-01-31,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
404,2022-01-31,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,0.0,0.0
405,2022-01-31,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,0.0,0.0
406,2022-01-31,CGEN,Car and General (K) Ltd,10.0,70.0,59.0,59.25,59.25,54.0,5.25,400.0,29.63
407,2022-01-31,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.6,11.9,11.85,11.75,0.1,278400.0,0.0
408,2022-01-31,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
409,2022-01-31,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.05,12.95,12.95,0.0,96500.0,0.0
410,2022-01-31,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.5,58.5,58.25,58.5,-0.25,2300.0,0.0
411,2022-01-31,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,52.25,50.5,50.25,0.25,1404800.0,0.0
412,2022-01-31,HFCK,HF Group Ltd,2.8,5.2,3.4,3.6,3.43,3.58,-0.15,44800.0,0.0
413,2022-01-31,IMH,I & M Holdings Plc,18.0,26.0,20.85,21.0,21.0,21.0,0.0,2400.0,0.0
414,2022-01-31,KCB,KCB Group Plc,37.0,50.75,44.8,45.5,45.0,44.8,0.2,5582800.0,0.0
415,2022-01-31,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
416,2022-01-31,NCBA,NCBA Group Plc,23.0,29.0,25.4,25.85,25.6,25.4,0.2,3100.0,0.0
417,2022-01-31,SBIC,Stanbic Holdings Plc,78.0,106.0,90.0,90.0,90.0,92.0,-2.0,800.0,0.0
418,2022-01-31,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.5,132.5,132.0,131.75,0.25,9100.0,0.0
419,2022-01-31,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
420,2022-02-01,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.1,0.4,3400.0,0.0
421,2022-02-01,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,200.0,0.0
422,2022-02-01,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0
423,2022-02-01,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
424,2022-02-01,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,200.0,0.0
425,2022-02-01,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,0.0,0.0
426,2022-02-01,CGEN,Car and General (K) Ltd,10.0,70.0,54.0,54.0,54.0,59.25,-5.25,600.0,27.0
427,2022-02-01,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.7,11.95,11.8,11.85,-0.05,102100.0,0.0
428,2022-02-01,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
429,2022-02-01,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.0,12.95,12.95,0.0,128700.0,0.0
430,2022-02-01,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,58.25,57.75,58.25,-0.5,22900.0,0.0
431,2022-02-01,EQTY,Equity Group Holdings Plc,39.0,55.0,51.0,53.0,52.75,50.5,2.25,4721700.0,0.0
432,2022-02-01,HFCK,HF Group Ltd,2.8,5.2,3.45,3.5,3.49,3.43,0.06,2200.0,0.0
433,2022-02-01,IMH,I & M Holdings Plc,18.0,26.0,20.75,21.25,20.95,21.0,-0.05,165400.0,0.0
434,2022-02-01,KCB,KCB Group Plc,37.0,50.75,44.8,45.5,45.0,45.0,0.0,8156400.0,0.0
435,2022-02-01,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
436,2022-02-01,NCBA,NCBA Group Plc,23.0,29.0,25.2,25.7,25.55,25.6,-0.05,9600.0,0.0
437,2022-02-01,SBIC,Stanbic Holdings Plc,78.0,106.0,90.0,90.0,90.0,90.0,0.0,2600.0,0.0
438,2022-02-01,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,134.0,135.0,134.75,132.0,2.75,5500.0,0.0
439,2022-02-01,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
440,2022-02-02,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,6100.0,0.0
441,2022-02-02,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
442,2022-02-02,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,92.0,92.0,92.0,101.0,-9.0,100.0,0.0
443,2022-02-02,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
444,2022-02-02,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,100.0,0.0
445,2022-02-02,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,0.0,0.0
446,2022-02-02,CGEN,Car and General (K) Ltd,10.0,70.0,59.25,59.25,59.25,54.0,5.25,200.0,29.63
447,2022-02-02,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.8,11.95,11.85,11.8,0.05,141200.0,0.0
448,2022-02-02,BKG,BK Group Plc,24.3,40.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
449,2022-02-02,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.95,13.05,13.0,12.95,0.05,483500.0,0.0
450,2022-02-02,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.5,57.5,57.5,57.75,-0.25,6000.0,0.0
451,2022-02-02,EQTY,Equity Group Holdings Plc,39.0,55.0,52.0,53.5,53.0,52.75,0.25,2262500.0,0.0
452,2022-02-02,HFCK,HF Group Ltd,2.8,5.2,3.31,3.49,3.38,3.49,-0.11,63900.0,0.0
453,2022-02-02,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.0,20.85,20.95,-0.1,45600.0,0.0
454,2022-02-02,KCB,KCB Group Plc,37.0,50.75,45.0,46.5,46.25,45.0,1.25,1977200.0,0.0
455,2022-02-02,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
456,2022-02-02,NCBA,NCBA Group Plc,23.0,29.0,25.25,25.5,25.3,25.55,-0.25,271400.0,0.0
457,2022-02-02,SBIC,Stanbic Holdings Plc,78.0,106.0,90.0,91.5,90.25,90.0,0.25,894900.0,0.0
458,2022-02-02,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,134.0,136.5,135.0,134.75,0.25,6800.0,0.0
459,2022-02-02,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
460,2022-02-03,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
461,2022-02-03,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
462,2022-02-03,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0
463,2022-02-03,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,800.0,0.0
464,2022-02-03,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,5200.0,0.0
465,2022-02-03,WTK,Williamson Tea Kenya Plc,125.0,154.75,129.0,136.0,130.25,135.0,-4.75,6600.0,0.0
466,2022-02-03,CGEN,Car and General (K) Ltd,10.0,70.0,59.25,65.0,62.25,59.25,3.0,800.0,31.13
467,2022-02-03,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.7,11.9,11.8,11.85,-0.05,143400.0,0.0
468,2022-02-03,BKG,BK Group Plc,24.3,40.0,28.0,30.0,29.35,30.0,-0.65,300.0,0.0
469,2022-02-03,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.95,13.1,13.05,13.0,0.05,2768200.0,0.0
470,2022-02-03,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,59.0,60.0,59.75,57.5,2.25,10800.0,0.0
471,2022-02-03,EQTY,Equity Group Holdings Plc,39.0,55.0,52.25,53.25,53.0,53.0,0.0,1652000.0,0.0
472,2022-02-03,HFCK,HF Group Ltd,2.8,5.2,3.38,3.5,3.44,3.38,0.06,4800.0,0.0
473,2022-02-03,IMH,I & M Holdings Plc,18.0,26.0,20.5,21.0,20.6,20.85,-0.25,127600.0,0.0
474,2022-02-03,KCB,KCB Group Plc,37.0,50.75,46.0,47.5,47.0,46.25,0.75,3276400.0,0.0
475,2022-02-03,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
476,2022-02-03,NCBA,NCBA Group Plc,23.0,29.0,25.25,26.0,26.0,25.3,0.7,521300.0,0.0
477,2022-02-03,SBIC,Stanbic Holdings Plc,78.0,106.0,90.0,91.5,90.0,90.25,-0.25,4000.0,0.0
478,2022-02-03,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,135.0,137.0,135.75,135.0,0.75,3400.0,0.0
479,2022-02-03,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
480,2022-02-04,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,100.0,0.0
481,2022-02-04,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,0.0,0.0
482,2022-02-04,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0
483,2022-02-04,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
484,2022-02-04,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,200.0,0.0
485,2022-02-04,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.25,130.25,130.25,130.25,0.0,0.0,0.0
486,2022-02-04,CGEN,Car and General (K) Ltd,10.0,70.0,57.0,57.25,57.0,62.25,-5.25,500.0,28.5
487,2022-02-04,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.85,12.0,11.9,11.8,0.1,318600.0,0.0
488,2022-02-04,BKG,BK Group Plc,24.3,40.0,29.35,29.35,29.35,29.35,0.0,0.0,0.0
489,2022-02-04,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.95,13.1,13.0,13.05,-0.05,104200.0,0.0
490,2022-02-04,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,59.0,60.0,60.0,59.75,0.25,20700.0,0.0
491,2022-02-04,EQTY,Equity Group Holdings Plc,39.0,55.0,52.25,53.0,53.0,53.0,0.0,2081800.0,0.0
492,2022-02-04,HFCK,HF Group Ltd,2.8,5.2,3.53,3.6,3.59,3.44,0.15,2200.0,0.0
493,2022-02-04,IMH,I & M Holdings Plc,18.0,26.0,20.9,21.5,21.05,20.6,0.45,7500.0,0.0
494,2022-02-04,KCB,KCB Group Plc,37.0,50.75,46.6,47.35,47.0,47.0,0.0,351500.0,0.0
495,2022-02-04,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
496,2022-02-04,NCBA,NCBA Group Plc,23.0,29.0,25.25,26.0,25.75,26.0,-0.25,27500.0,0.0
497,2022-02-04,SBIC,Stanbic Holdings Plc,78.0,106.0,87.25,87.25,87.25,90.0,-2.75,200.0,0.0
498,2022-02-04,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,136.0,137.5,136.0,135.75,0.25,4100.0,0.0
499,2022-02-04,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
500,2022-02-07,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,1500.0,0.0
501,2022-02-07,KUKZ,Kakuzi Plc,355.0,427.0,418.0,418.0,418.0,418.0,0.0,200.0,0.0
502,2022-02-07,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0
503,2022-02-07,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
504,2022-02-07,SASN,Sasini Plc,16.75,22.6,21.0,21.0,21.0,21.0,0.0,2800.0,0.0
505,2022-02-07,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,130.25,4.75,2500.0,0.0
506,2022-02-07,CGEN,Car and General (K) Ltd,10.0,70.0,61.0,62.0,61.5,57.0,4.5,1500.0,30.75
507,2022-02-07,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.0,12.0,11.4,11.9,-0.5,197300.0,0.0
508,2022-02-07,BKG,BK Group Plc,24.3,40.0,28.05,28.05,28.05,29.35,-1.3,4600.0,0.0
509,2022-02-07,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.0,12.95,13.0,-0.05,83600.0,0.0
510,2022-02-07,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,58.5,59.0,59.0,60.0,-1.0,86300.0,0.0
511,2022-02-07,EQTY,Equity Group Holdings Plc,39.0,55.0,52.0,53.0,53.0,53.0,0.0,1636800.0,0.0
512,2022-02-07,HFCK,HF Group Ltd,2.8,5.2,3.38,3.6,3.5,3.59,-0.09,9000.0,0.0
513,2022-02-07,IMH,I & M Holdings Plc,18.0,26.0,21.3,21.5,21.45,21.05,0.4,7800.0,0.0
